f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,label
0.7108197866156416,0.6259144383660652,0.7105684798516895,0.47999644888963144,0.7496808935822729,0.3506710949310074,0.8234785795727081,0.3098882993344237,0.8926922778918953,0.3646765089139579,0.9236158807311227,0.4247325828133977,0.9879086296678925,0.41952363106851986,0.924491121204996,0.43778536737591117,0.8747729753260859,0.46043918812794293,0.9594518219246676,0.5084506832719075,1.0,0.4812091316988003,1.0,0.5054993686621837,1.0,0.5430488168093826,0.9645046246318343,0.6010127699644181,1.0,0.5703835223662475,1.0,0.586662831693107,0.9850162184275663,0.618123942190119,0.9505635134598667,0.6837166340969897,0.9827056490994136,0.6561067164053901,0.9718693592629356,0.6507884496528084,0.9557012214379689,0.6624794477430838,A
0.6053247557004736,0.6198102109256696,0.5938742293149076,0.5405502331359423,0.606702825035417,0.44561651665793817,0.6307755604997931,0.4079500739155951,0.6589728543722467,0.428243702600913,0.7745815438579299,0.5403182574891512,0.8453360291608981,0.5209651370127004,0.8220064095706993,0.48179137979477493,0.7976258231088955,0.4626753751281342,0.7952696102938754,0.6004991253820504,0.8323320481670767,0.5528730039884349,0.8460922145572405,0.5395007071462334,0.8548654655315236,0.544893606027337,0.7950239606527171,0.6511187087307934,0.8298703486623695,0.603412087655464,0.8314951667886715,0.5940344811945226,0.8193333777388458,0.6082121856798673,0.7860916180284748,0.682290530621804,0.8202384477286812,0.6359235145929195,0.8119133190522152,0.6186835792460712,0.7972779846260009,0.6255983762716587,A
0.35915980760262933,0.8942239169400175,0.3970905053442925,0.9298830484431501,0.43528931868145354,0.8750620382786357,0.4646323159825333,0.8154822661267084,0.5028045535131628,0.7758528497303125,0.41525885999105344,0.8361257945665419,0.4300203649391952,0.8198247315025854,0.4231494982248885,0.8411394908355507,0.43695309061158305,0.8460030435527996,0.37703602882340564,0.8118037078744444,0.3913500448724478,0.7867727562693199,0.4063123586457766,0.8406187881984648,0.42004318779464267,0.8668377438939072,0.3526935623574027,0.7899368973823206,0.382382714289595,0.7799218800491965,0.39289901025974827,0.8308573021644182,0.3958861087007317,0.8647577254735261,0.33253220898380087,0.7856843518174187,0.3667974792810377,0.7714006830336676,0.3725707250268441,0.8114251026871784,0.3668687304228296,0.8557184770557207,A
0.42676888704033067,0.5630862861823269,0.48953035604223727,0.5459050831281336,0.5441455771588654,0.43052916364355803,0.5852975057782793,0.3343948094662461,0.6060072916395032,0.31803150258013796,0.5150963551465281,0.4281415499056554,0.5370472269834631,0.38512353519801973,0.5068920142370175,0.4633186170042083,0.501556478606082,0.5128589255489178,0.4774521145558395,0.39060496213200663,0.49341802600696,0.3452643057327189,0.4905690168193121,0.47097621557466646,0.49695164150984555,0.5422450634833915,0.44982083417966834,0.3902029271487305,0.47845864058052273,0.335655197333437,0.4787612595455406,0.456838203562538,0.4789882310657612,0.5379728266999694,0.42423302447937955,0.40497141848203394,0.4583694997737027,0.3382533360650202,0.4610771385385171,0.4100902814375312,0.45504900039821256,0.46597444187766107,A
0.4458881543846776,0.5447993600950658,0.5098234585162837,0.5235845550433232,0.5682247796719153,0.40487382872932615,0.6126146630525847,0.30369493808669096,0.6346378211633906,0.28324895762348845,0.5396642414727935,0.3909577193935332,0.5642299096758583,0.34627693047502583,0.5304372859048352,0.43477933581782713,0.5209150742515533,0.49058792511000365,0.5010108985194214,0.35124114195435113,0.5183955524683659,0.3069967389193094,0.5160593945410274,0.4409166820278459,0.5216820518702551,0.5164911673640384,0.471048385549337,0.3540999025688299,0.5007094908959376,0.2965506949093622,0.5026508800485358,0.42634553262859287,0.502321763055335,0.5115735455684995,0.4418790709396797,0.3726845545358509,0.48052787644639394,0.3032781644214253,0.48309552114341686,0.3820345893059098,0.4753222472704332,0.4404514907108407,A
0.44602448807324285,0.548628677993887,0.5188717520895608,0.5239636583260397,0.5791348151009346,0.3997326984272126,0.6202351024808869,0.29409598860881053,0.6434496667328229,0.2748781483262573,0.5432139429488635,0.3835572052192249,0.5697695753528961,0.3316830474015989,0.538065717883549,0.42308783358184676,0.5284722919411592,0.4826723262489407,0.5021116915056114,0.34520958109218824,0.5237153185300657,0.2928144671576118,0.5229540839861615,0.4321380673428778,0.5276269348646836,0.5119020400959348,0.4709377573393744,0.34907347545750433,0.5059639797455173,0.284801547542506,0.5081684259128689,0.4206464452938361,0.5056073035585734,0.5094023260001512,0.440395124099425,0.36889225384226304,0.48335361839796476,0.2932371550106279,0.4862067689522925,0.3770395855714532,0.47713137729337557,0.43864634544576847,A
0.44320876036465234,0.5404800564998623,0.5188177928729909,0.5051490939105842,0.5742422970910448,0.3724087197877481,0.6123435307654204,0.2691002763261229,0.6438414273061314,0.25238120172326595,0.5337696492548821,0.35329079302540267,0.5594715606531924,0.30080230576935796,0.5339253473820712,0.39446548533327397,0.5258627458738281,0.4622229846024541,0.49348300974793874,0.3182007174387788,0.5175728720260796,0.2669611786530378,0.519787083053379,0.4102058610812089,0.523515306957337,0.49790753585509673,0.46242330173239243,0.32731274048689163,0.501194395411115,0.25987250783504673,0.5060090858897173,0.39832700428031786,0.5033933483488998,0.49349042972923823,0.431887812184462,0.35349149064933405,0.4791863387363686,0.2755054764774392,0.48468750268288446,0.36185119068115534,0.475944805474687,0.4271021973819575,A
0.4413868155674229,0.5340433547980072,0.5158279996369961,0.49999166398446904,0.5723226770374816,0.36497643823816867,0.6081941805079589,0.2584543338356527,0.642642940023736,0.2442433909407965,0.5340195111008619,0.3414421048586832,0.5582103440181435,0.2878266755856208,0.5316371836994938,0.3839363883465912,0.5243941080524626,0.45111418052579916,0.49215527674889037,0.3061352061532281,0.5138579327894517,0.25255985957128635,0.5161832303570979,0.3993045774718133,0.5222374786228052,0.48791185536155823,0.4603584269241413,0.31749809895843106,0.49628330707099244,0.24892686599528863,0.5008878019701831,0.3907122694815819,0.5000598864732934,0.485547384808364,0.4291172906057799,0.3462693847130316,0.47384427589681805,0.2673088231446847,0.4786045294895605,0.3558079889311458,0.4707926479762503,0.42062336773316317,A
0.445533329216457,0.5233113662070931,0.5188978383333331,0.4808907405055121,0.5713936823507487,0.34260194496094876,0.6058505911461834,0.23798215408863654,0.6364809296308365,0.22499746250161065,0.5334884460695533,0.3253140198259921,0.5563576370146787,0.270875277470985,0.5321074665032767,0.36764499862645855,0.5253399378810869,0.43807738229944976,0.49125552168986364,0.2900938118612114,0.5128206413303285,0.23955766410643992,0.5168371283427885,0.3860160934619364,0.5221810355306917,0.47673440666876055,0.45893776780302004,0.302870104092627,0.49497439501808,0.23372813192297565,0.5014132062935208,0.3757765649022471,0.5004416417825592,0.4740846619053321,0.42771408562464036,0.33381766102836347,0.4731462517609054,0.2490436657759597,0.47957968102722476,0.33857881722208566,0.4717532756373236,0.4075146605275593,A
0.4511642454287916,0.5030228608951468,0.518593141476852,0.457932805523273,0.5632063179302618,0.30793694596398447,0.5834891626703346,0.1941881883742799,0.6024220989205368,0.1860960087585181,0.5145267495771286,0.295174387866154,0.5295517251644019,0.2379893715585835,0.5164169689268492,0.3339129765977141,0.5174418879302646,0.4074683293743146,0.47315866883779006,0.2709884219592043,0.4895060649013363,0.21472523119228715,0.5044025751375956,0.3637937205095283,0.5139328353055042,0.45877486836826575,0.44376761511285406,0.29387833369666927,0.4750821250457978,0.21976209144663714,0.4914522850559484,0.36282748567197576,0.49374027073441484,0.46254246099967145,0.4153558745067554,0.3328706082695763,0.45684409310445634,0.24447408677459537,0.46965748359675935,0.33170863249690113,0.46448653427350284,0.3987584097923686,A
